2022-06-18,R,Withdrawal,Revolut,None,-4.5,EUR,Cibo,Spesa,Spesa aperitivo
2022-06-23,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Autobus,Autobus Lancusi Salerno
2022-06-27,R,Withdrawal,Revolut,None,-41.6,EUR,Cibo,Spesa,Spesa
2022-06-27,R,Withdrawal,Revolut,None,-1.2,EUR,Lavoro,Viaggi,Treno salerno fisciano
2022-06-28,R,Withdrawal,Revolut,None,-6.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-07-03,R,Withdrawal,Revolut,None,-5.0,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-07-09,R,Withdrawal,Revolut,None,-7.99,EUR,Cibo:Mangiare fuori,Pranzo,Pizza
2022-07-09,R,Withdrawal,Revolut,None,-9.6,EUR,Spese mediche,Salute,Tamponi
2022-07-10,R,Withdrawal,Revolut,None,-10.0,EUR,Trasporti,Autobus,Autobus San brancato Fisciano
2022-07-11,R,Withdrawal,Revolut,None,-1.2,EUR,Trasporti,Autobus,Autobus Salerno Fisciano
2022-07-16,R,Withdrawal,Revolut,None,-19.0,EUR,Utenze,,Bolletta gas maggio
2022-07-20,R,Withdrawal,Revolut,None,-23.98,EUR,Tempo Libero,Musica,Eminem Curtain call 2 cd
2022-08-06,R,Withdrawal,Revolut,None,-2.99,EUR,Informatica,Software,Aod notify pro
2022-08-15,R,Withdrawal,Revolut,None,-21.79,EUR,Cibo,Spesa,Spesa Trecchina fifina
2022-09-17,R,Withdrawal,Revolut,None,-56.0,EUR,Utenze,,Bollette luce e gas giugno luglio
2022-09-28,R,Withdrawal,Revolut,None,-27.5,EUR,Utenze,,Bollette giugno luglio
2022-12-13,R,Withdrawal,Revolut,None,-24.99,EUR,Informatica,Altro,Powerbank
2022-12-15,R,Withdrawal,Revolut,None,-0.84,EUR,Viaggi,Altro,App trasporti Varsavia
2022-12-16,R,Withdrawal,Revolut,None,-5.0,EUR,Viaggi,Trasporti,Alibus napoli aeroporto
2022-12-16,R,Withdrawal,Revolut,None,-6.0,EUR,Informatica,Software,Amazon prime
2022-12-17,R,Withdrawal,Revolut,None,-5.5,EUR,Viaggi,Attrazioni,Biglietto terrazza palazzo cultura e scienza Varsavia
2022-12-17,R,Withdrawal,Revolut,None,-5.2,EUR,Viaggi,Trasporti,Biglietto weekend trasporti Varsavia
2022-12-17,R,Withdrawal,Revolut,None,-4.5,EUR,Viaggi,Cibo,Cioccolata calda wedel
2022-12-17,R,Withdrawal,Revolut,None,-9.9,EUR,Viaggi,Cibo,Pranzo Zapiecek
2022-12-18,R,Withdrawal,Revolut,None,-8.61,EUR,Viaggi,Attrazioni,Biglietto museo nazionale Varsavia
